"","X","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","mnth2","weekday2","hr2"
"13159",13034,13034,"7/2/12",3,1,7,6,0,1,1,1,0.7,0.6515,0.58,0.1045,4,132,136,"July","Monday","6 AM"
"13160",13035,13035,"7/2/12",3,1,7,7,0,1,1,1,0.74,0.6667,0.51,0.1045,8,390,398,"July","Monday","7 AM"
"13161",13036,13036,"7/2/12",3,1,7,8,0,1,1,1,0.76,0.697,0.52,0.194,20,548,568,"July","Monday","8 AM"
"13162",13037,13037,"7/2/12",3,1,7,9,0,1,1,1,0.78,0.697,0.46,0.2537,56,239,295,"July","Monday","9 AM"
"13163",13038,13038,"7/2/12",3,1,7,10,0,1,1,1,0.8,0.7273,0.43,0.2537,70,104,174,"July","Monday","10 AM"
"13164",13039,13039,"7/2/12",3,1,7,11,0,1,1,1,0.84,0.7273,0.28,0.2985,67,134,201,"July","Monday","11 AM"
"13165",13040,13040,"7/2/12",3,1,7,12,0,1,1,1,0.84,0.7273,0.32,0.194,74,183,257,"July","Monday","12 PM"
"13166",13041,13041,"7/2/12",3,1,7,13,0,1,1,1,0.86,0.7576,0.34,0.2239,74,162,236,"July","Monday","1 PM"
"13167",13042,13042,"7/2/12",3,1,7,14,0,1,1,1,0.86,0.7576,0.34,0.2239,79,151,230,"July","Monday","2 PM"
"13168",13043,13043,"7/2/12",3,1,7,15,0,1,1,1,0.84,0.7424,0.36,0.194,59,175,234,"July","Monday","3 PM"
"13169",13044,13044,"7/2/12",3,1,7,16,0,1,1,1,0.84,0.7424,0.36,0.2836,61,304,365,"July","Monday","4 PM"
"13170",13045,13045,"7/2/12",3,1,7,17,0,1,1,1,0.84,0.7273,0.32,0.1343,82,665,747,"July","Monday","5 PM"
"13171",13046,13046,"7/2/12",3,1,7,18,0,1,1,1,0.84,0.7273,0.32,0.1642,72,658,730,"July","Monday","6 PM"
"13172",13047,13047,"7/2/12",3,1,7,19,0,1,1,1,0.78,0.697,0.43,0.1343,71,510,581,"July","Monday","7 PM"
"13173",13048,13048,"7/2/12",3,1,7,20,0,1,1,1,0.78,0.697,0.43,0.1343,38,357,395,"July","Monday","8 PM"
"13174",13049,13049,"7/2/12",3,1,7,21,0,1,1,1,0.76,0.6818,0.45,0.1343,17,241,258,"July","Monday","9 PM"
"13175",13050,13050,"7/2/12",3,1,7,22,0,1,1,1,0.74,0.6667,0.51,0.1642,19,169,188,"July","Monday","10 PM"
"13176",13051,13051,"7/2/12",3,1,7,23,0,1,1,1,0.74,0.6667,0.51,0.1045,12,90,102,"July","Monday","11 PM"
"13177",13052,13052,"7/3/12",3,1,7,0,0,2,1,1,0.72,0.6667,0.54,0,9,44,53,"July","Tuesday","12 AM"
"13178",13053,13053,"7/3/12",3,1,7,1,0,2,1,1,0.72,0.6667,0.58,0,5,9,14,"July","Tuesday","1 AM"
"13179",13054,13054,"7/3/12",3,1,7,2,0,2,1,1,0.72,0.6667,0.58,0,2,8,10,"July","Tuesday","2 AM"
"13180",13055,13055,"7/3/12",3,1,7,3,0,2,1,1,0.7,0.6515,0.65,0.1343,0,2,2,"July","Tuesday","3 AM"
"13181",13056,13056,"7/3/12",3,1,7,4,0,2,1,1,0.68,0.6364,0.65,0.1045,0,6,6,"July","Tuesday","4 AM"
"13182",13057,13057,"7/3/12",3,1,7,5,0,2,1,1,0.7,0.6515,0.61,0,2,33,35,"July","Tuesday","5 AM"
"13183",13058,13058,"7/3/12",3,1,7,6,0,2,1,1,0.7,0.6515,0.65,0.1343,5,149,154,"July","Tuesday","6 AM"
"13184",13059,13059,"7/3/12",3,1,7,7,0,2,1,1,0.74,0.6818,0.58,0,21,462,483,"July","Tuesday","7 AM"
"13185",13060,13060,"7/3/12",3,1,7,8,0,2,1,1,0.74,0.6818,0.62,0.0896,42,604,646,"July","Tuesday","8 AM"
"13186",13061,13061,"7/3/12",3,1,7,9,0,2,1,1,0.8,0.7424,0.49,0.1642,46,226,272,"July","Tuesday","9 AM"
"13187",13062,13062,"7/3/12",3,1,7,10,0,2,1,1,0.82,0.7424,0.43,0.2239,56,153,209,"July","Tuesday","10 AM"
"13188",13063,13063,"7/3/12",3,1,7,11,0,2,1,1,0.86,0.7576,0.34,0.194,66,151,217,"July","Tuesday","11 AM"
"13189",13064,13064,"7/3/12",3,1,7,12,0,2,1,1,0.88,0.7576,0.28,0.194,74,198,272,"July","Tuesday","12 PM"
"13190",13065,13065,"7/3/12",3,1,7,13,0,2,1,1,0.9,0.7727,0.25,0.1343,80,203,283,"July","Tuesday","1 PM"
"13191",13066,13066,"7/3/12",3,1,7,14,0,2,1,1,0.9,0.7727,0.25,0.194,69,241,310,"July","Tuesday","2 PM"
"13192",13067,13067,"7/3/12",3,1,7,15,0,2,1,2,0.9,0.7727,0.24,0,71,330,401,"July","Tuesday","3 PM"
"13193",13068,13068,"7/3/12",3,1,7,16,0,2,1,2,0.9,0.7727,0.24,0.194,90,437,527,"July","Tuesday","4 PM"
"13194",13069,13069,"7/3/12",3,1,7,17,0,2,1,2,0.86,0.7424,0.3,0.1642,102,620,722,"July","Tuesday","5 PM"
"13195",13070,13070,"7/3/12",3,1,7,18,0,2,1,2,0.86,0.7424,0.3,0,85,542,627,"July","Tuesday","6 PM"
"13196",13071,13071,"7/3/12",3,1,7,19,0,2,1,2,0.84,0.7424,0.36,0.1343,66,431,497,"July","Tuesday","7 PM"
"13197",13072,13072,"7/3/12",3,1,7,20,0,2,1,3,0.76,0.697,0.55,0.4925,80,296,376,"July","Tuesday","8 PM"
"13198",13073,13073,"7/3/12",3,1,7,21,0,2,1,2,0.7,0.6515,0.7,0.2836,36,160,196,"July","Tuesday","9 PM"
"13199",13074,13074,"7/3/12",3,1,7,22,0,2,1,1,0.68,0.6364,0.79,0.194,26,151,177,"July","Tuesday","10 PM"
"13200",13075,13075,"7/3/12",3,1,7,23,0,2,1,1,0.66,0.6061,0.83,0,19,152,171,"July","Tuesday","11 PM"
"13201",13076,13076,"7/4/12",3,1,7,0,1,3,0,1,0.68,0.6364,0.79,0.0896,19,140,159,"July","Wednesday","12 AM"
"13202",13077,13077,"7/4/12",3,1,7,1,1,3,0,1,0.68,0.6364,0.74,0,27,96,123,"July","Wednesday","1 AM"
"13203",13078,13078,"7/4/12",3,1,7,2,1,3,0,1,0.66,0.6061,0.83,0.1343,27,66,93,"July","Wednesday","2 AM"
"13204",13079,13079,"7/4/12",3,1,7,3,1,3,0,1,0.68,0.6364,0.74,0.194,9,23,32,"July","Wednesday","3 AM"
"13205",13080,13080,"7/4/12",3,1,7,4,1,3,0,1,0.68,0.6364,0.69,0.2537,5,11,16,"July","Wednesday","4 AM"
"13206",13081,13081,"7/4/12",3,1,7,5,1,3,0,1,0.66,0.6212,0.69,0,5,14,19,"July","Wednesday","5 AM"
"13207",13082,13082,"7/4/12",3,1,7,6,1,3,0,1,0.66,0.6212,0.69,0,9,23,32,"July","Wednesday","6 AM"
"13208",13083,13083,"7/4/12",3,1,7,7,1,3,0,1,0.68,0.6364,0.65,0,10,62,72,"July","Wednesday","7 AM"
"13209",13084,13084,"7/4/12",3,1,7,8,1,3,0,1,0.7,0.6515,0.61,0.1045,43,110,153,"July","Wednesday","8 AM"
"13210",13085,13085,"7/4/12",3,1,7,9,1,3,0,1,0.76,0.697,0.52,0,90,203,293,"July","Wednesday","9 AM"
"13211",13086,13086,"7/4/12",3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0,143,304,447,"July","Wednesday","10 AM"
"13212",13087,13087,"7/4/12",3,1,7,11,1,3,0,1,0.82,0.7576,0.46,0.1343,164,321,485,"July","Wednesday","11 AM"
"13213",13088,13088,"7/4/12",3,1,7,12,1,3,0,1,0.86,0.7879,0.41,0.2239,164,330,494,"July","Wednesday","12 PM"
"13214",13089,13089,"7/4/12",3,1,7,13,1,3,0,1,0.9,0.8182,0.35,0,177,322,499,"July","Wednesday","1 PM"
"13215",13090,13090,"7/4/12",3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,190,357,547,"July","Wednesday","2 PM"
"13216",13091,13091,"7/4/12",3,1,7,15,1,3,0,1,0.92,0.8485,0.35,0.2985,155,299,454,"July","Wednesday","3 PM"
"13217",13092,13092,"7/4/12",3,1,7,16,1,3,0,1,0.92,0.8485,0.35,0.2537,163,226,389,"July","Wednesday","4 PM"
"13218",13093,13093,"7/4/12",3,1,7,17,1,3,0,1,0.92,0.8485,0.35,0.2985,161,253,414,"July","Wednesday","5 PM"
"13219",13094,13094,"7/4/12",3,1,7,18,1,3,0,1,0.9,0.8485,0.42,0.194,159,271,430,"July","Wednesday","6 PM"
"13220",13095,13095,"7/4/12",3,1,7,19,1,3,0,1,0.86,0.803,0.47,0.2239,177,255,432,"July","Wednesday","7 PM"
"13221",13096,13096,"7/4/12",3,1,7,20,1,3,0,1,0.86,0.803,0.47,0.2239,237,314,551,"July","Wednesday","8 PM"
"13222",13097,13097,"7/4/12",3,1,7,21,1,3,0,1,0.84,0.803,0.53,0.1343,222,362,584,"July","Wednesday","9 PM"
"13223",13098,13098,"7/4/12",3,1,7,22,1,3,0,1,0.82,0.7879,0.56,0.2239,175,327,502,"July","Wednesday","10 PM"
"13224",13099,13099,"7/4/12",3,1,7,23,1,3,0,2,0.78,0.697,0.43,0.0896,31,152,183,"July","Wednesday","11 PM"
"13225",13100,13100,"7/5/12",3,1,7,0,0,4,1,1,0.74,0.6667,0.51,0.1045,17,71,88,"July","Thursday","12 AM"
"13226",13101,13101,"7/5/12",3,1,7,1,0,4,1,1,0.74,0.6667,0.51,0.2836,6,24,30,"July","Thursday","1 AM"
"13227",13102,13102,"7/5/12",3,1,7,2,0,4,1,1,0.74,0.6667,0.51,0,4,14,18,"July","Thursday","2 AM"
"13228",13103,13103,"7/5/12",3,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,2,5,7,"July","Thursday","3 AM"
"13229",13104,13104,"7/5/12",3,1,7,4,0,4,1,1,0.72,0.6667,0.58,0,0,7,7,"July","Thursday","4 AM"
"13230",13105,13105,"7/5/12",3,1,7,5,0,4,1,1,0.72,0.6818,0.62,0,1,28,29,"July","Thursday","5 AM"
"13231",13106,13106,"7/5/12",3,1,7,6,0,4,1,1,0.72,0.6667,0.58,0,3,130,133,"July","Thursday","6 AM"
"13232",13107,13107,"7/5/12",3,1,7,7,0,4,1,1,0.76,0.697,0.55,0,27,316,343,"July","Thursday","7 AM"
"13233",13108,13108,"7/5/12",3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,36,514,550,"July","Thursday","8 AM"
"13234",13109,13109,"7/5/12",3,1,7,9,0,4,1,1,0.84,0.7879,0.49,0.2985,47,246,293,"July","Thursday","9 AM"
"13235",13110,13110,"7/5/12",3,1,7,10,0,4,1,1,0.86,0.7879,0.44,0.3582,69,117,186,"July","Thursday","10 AM"
"13236",13111,13111,"7/5/12",3,1,7,11,0,4,1,1,0.9,0.8182,0.35,0.2985,107,137,244,"July","Thursday","11 AM"
"13237",13112,13112,"7/5/12",3,1,7,12,0,4,1,1,0.9,0.8182,0.35,0.3582,88,188,276,"July","Thursday","12 PM"
"13238",13113,13113,"7/5/12",3,1,7,13,0,4,1,1,0.92,0.8333,0.33,0.2239,129,181,310,"July","Thursday","1 PM"
"13239",13114,13114,"7/5/12",3,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,87,154,241,"July","Thursday","2 PM"
"13240",13115,13115,"7/5/12",3,1,7,15,0,4,1,1,0.92,0.8333,0.33,0.3582,71,183,254,"July","Thursday","3 PM"
"13241",13116,13116,"7/5/12",3,1,7,16,0,4,1,1,0.92,0.8333,0.33,0.2537,109,324,433,"July","Thursday","4 PM"
"13242",13117,13117,"7/5/12",3,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,114,575,689,"July","Thursday","5 PM"
"13243",13118,13118,"7/5/12",3,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,96,511,607,"July","Thursday","6 PM"
"13244",13119,13119,"7/5/12",3,1,7,19,0,4,1,2,0.88,0.803,0.39,0.2537,128,375,503,"July","Thursday","7 PM"
"13245",13120,13120,"7/5/12",3,1,7,20,0,4,1,2,0.86,0.7879,0.41,0.2239,78,243,321,"July","Thursday","8 PM"
"13246",13121,13121,"7/5/12",3,1,7,21,0,4,1,1,0.84,0.7727,0.47,0.194,91,232,323,"July","Thursday","9 PM"
"13247",13122,13122,"7/5/12",3,1,7,22,0,4,1,1,0.82,0.803,0.59,0.1343,63,162,225,"July","Thursday","10 PM"
"13248",13123,13123,"7/5/12",3,1,7,23,0,4,1,1,0.8,0.7576,0.55,0.1642,32,99,131,"July","Thursday","11 PM"
"13249",13124,13124,"7/6/12",3,1,7,0,0,5,1,1,0.78,0.7424,0.62,0.1343,39,63,102,"July","Friday","12 AM"
"13250",13125,13125,"7/6/12",3,1,7,1,0,5,1,1,0.78,0.7273,0.55,0.2239,7,22,29,"July","Friday","1 AM"
"13251",13126,13126,"7/6/12",3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,4,13,17,"July","Friday","2 AM"
"13252",13127,13127,"7/6/12",3,1,7,3,0,5,1,2,0.74,0.697,0.7,0.194,1,6,7,"July","Friday","3 AM"
"13253",13128,13128,"7/6/12",3,1,7,4,0,5,1,1,0.74,0.697,0.66,0.2239,2,4,6,"July","Friday","4 AM"
"13254",13129,13129,"7/6/12",3,1,7,5,0,5,1,1,0.74,0.697,0.66,0.194,4,31,35,"July","Friday","5 AM"
"13255",13130,13130,"7/6/12",3,1,7,6,0,5,1,1,0.74,0.697,0.66,0.194,4,127,131,"July","Friday","6 AM"
"13256",13131,13131,"7/6/12",3,1,7,7,0,5,1,1,0.78,0.697,0.46,0.1343,20,333,353,"July","Friday","7 AM"
"13257",13132,13132,"7/6/12",3,1,7,8,0,5,1,1,0.8,0.7121,0.41,0.1642,28,557,585,"July","Friday","8 AM"
"13258",13133,13133,"7/6/12",3,1,7,9,0,5,1,1,0.82,0.7273,0.36,0.1343,55,249,304,"July","Friday","9 AM"
"13259",13134,13134,"7/6/12",3,1,7,10,0,5,1,1,0.86,0.7424,0.3,0,80,130,210,"July","Friday","10 AM"
"13260",13135,13135,"7/6/12",3,1,7,11,0,5,1,1,0.84,0.7273,0.32,0.0896,92,141,233,"July","Friday","11 AM"
"13261",13136,13136,"7/6/12",3,1,7,12,0,5,1,1,0.88,0.7576,0.28,0.1045,111,220,331,"July","Friday","12 PM"
"13262",13137,13137,"7/6/12",3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,99,194,293,"July","Friday","1 PM"
"13263",13138,13138,"7/6/12",3,1,7,14,0,5,1,1,0.9,0.803,0.31,0.1642,91,184,275,"July","Friday","2 PM"
"13264",13139,13139,"7/6/12",3,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194,79,206,285,"July","Friday","3 PM"
"13265",13140,13140,"7/6/12",3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,69,300,369,"July","Friday","4 PM"
"13266",13141,13141,"7/6/12",3,1,7,17,0,5,1,1,0.92,0.8182,0.29,0,90,486,576,"July","Friday","5 PM"
"13267",13142,13142,"7/6/12",3,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,106,454,560,"July","Friday","6 PM"
"13268",13143,13143,"7/6/12",3,1,7,19,0,5,1,1,0.88,0.7879,0.35,0.2239,112,306,418,"July","Friday","7 PM"
"13269",13144,13144,"7/6/12",3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,91,245,336,"July","Friday","8 PM"
"13270",13145,13145,"7/6/12",3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,77,223,300,"July","Friday","9 PM"
"13271",13146,13146,"7/6/12",3,1,7,22,0,5,1,1,0.8,0.7576,0.55,0.194,78,210,288,"July","Friday","10 PM"
"13272",13147,13147,"7/6/12",3,1,7,23,0,5,1,1,0.8,0.7879,0.63,0.1045,27,137,164,"July","Friday","11 PM"
"13273",13148,13148,"7/7/12",3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,35,115,150,"July","Saturday","12 AM"
"13274",13149,13149,"7/7/12",3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,16,55,71,"July","Saturday","1 AM"
"13275",13150,13150,"7/7/12",3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,11,47,58,"July","Saturday","2 AM"
"13276",13151,13151,"7/7/12",3,1,7,3,0,6,0,1,0.74,0.7121,0.74,0.1343,12,19,31,"July","Saturday","3 AM"
"13277",13152,13152,"7/7/12",3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,3,13,16,"July","Saturday","4 AM"
"13278",13153,13153,"7/7/12",3,1,7,5,0,6,0,1,0.74,0.7121,0.74,0.194,2,12,14,"July","Saturday","5 AM"
"13279",13154,13154,"7/7/12",3,1,7,6,0,6,0,1,0.74,0.7121,0.74,0.1045,4,27,31,"July","Saturday","6 AM"
"13280",13155,13155,"7/7/12",3,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,8,63,71,"July","Saturday","7 AM"
"13281",13156,13156,"7/7/12",3,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.194,32,120,152,"July","Saturday","8 AM"
"13282",13157,13157,"7/7/12",3,1,7,9,0,6,0,1,0.84,0.8333,0.59,0.1642,69,187,256,"July","Saturday","9 AM"
"13283",13158,13158,"7/7/12",3,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,100,225,325,"July","Saturday","10 AM"
"13284",13159,13159,"7/7/12",3,1,7,11,0,6,0,1,0.94,0.8788,0.38,0.194,122,245,367,"July","Saturday","11 AM"
"13285",13160,13160,"7/7/12",3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,124,218,342,"July","Saturday","12 PM"
"13286",13161,13161,"7/7/12",3,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,116,244,360,"July","Saturday","1 PM"
"13287",13162,13162,"7/7/12",3,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,105,203,308,"July","Saturday","2 PM"
"13288",13163,13163,"7/7/12",3,1,7,15,0,6,0,1,0.96,0.8485,0.26,0,113,193,306,"July","Saturday","3 PM"
"13289",13164,13164,"7/7/12",3,1,7,16,0,6,0,1,1,0.8636,0.19,0.1642,102,192,294,"July","Saturday","4 PM"
"13290",13165,13165,"7/7/12",3,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,103,176,279,"July","Saturday","5 PM"
"13291",13166,13166,"7/7/12",3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,83,194,277,"July","Saturday","6 PM"
"13292",13167,13167,"7/7/12",3,1,7,19,0,6,0,1,0.92,0.8333,0.33,0.1343,68,219,287,"July","Saturday","7 PM"
"13293",13168,13168,"7/7/12",3,1,7,20,0,6,0,1,0.9,0.8182,0.37,0.1642,79,197,276,"July","Saturday","8 PM"
"13294",13169,13169,"7/7/12",3,1,7,21,0,6,0,1,0.88,0.7879,0.37,0.194,51,150,201,"July","Saturday","9 PM"
"13295",13170,13170,"7/7/12",3,1,7,22,0,6,0,1,0.84,0.8333,0.59,0.194,56,164,220,"July","Saturday","10 PM"
"13296",13171,13171,"7/7/12",3,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,34,114,148,"July","Saturday","11 PM"
"13297",13172,13172,"7/8/12",3,1,7,0,0,0,0,1,0.82,0.7879,0.56,0.1343,22,125,147,"July","Sunday","12 AM"
"13298",13173,13173,"7/8/12",3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,25,99,124,"July","Sunday","1 AM"
"13299",13174,13174,"7/8/12",3,1,7,2,0,0,0,1,0.82,0.7727,0.52,0.1045,11,59,70,"July","Sunday","2 AM"
"13300",13175,13175,"7/8/12",3,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,1,34,35,"July","Sunday","3 AM"
"13301",13176,13176,"7/8/12",3,1,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,2,11,13,"July","Sunday","4 AM"
"13302",13177,13177,"7/8/12",3,1,7,5,0,0,0,1,0.78,0.7424,0.62,0,1,5,6,"July","Sunday","5 AM"
"13303",13178,13178,"7/8/12",3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,5,16,21,"July","Sunday","6 AM"
"13304",13179,13179,"7/8/12",3,1,7,7,0,0,0,1,0.8,0.803,0.66,0,19,33,52,"July","Sunday","7 AM"
"13305",13180,13180,"7/8/12",3,1,7,8,0,0,0,1,0.84,0.803,0.53,0.1343,35,95,130,"July","Sunday","8 AM"
"13306",13181,13181,"7/8/12",3,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,70,172,242,"July","Sunday","9 AM"
"13307",13182,13182,"7/8/12",3,1,7,10,0,0,0,1,0.9,0.8636,0.45,0,85,234,319,"July","Sunday","10 AM"
"13308",13183,13183,"7/8/12",3,1,7,11,0,0,0,1,0.92,0.8939,0.42,0.2985,120,269,389,"July","Sunday","11 AM"
"13309",13184,13184,"7/8/12",3,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.194,105,271,376,"July","Sunday","12 PM"
"13310",13185,13185,"7/8/12",3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,118,219,337,"July","Sunday","1 PM"
"13311",13186,13186,"7/8/12",3,1,7,14,0,0,0,1,0.96,0.9091,0.36,0.1642,77,235,312,"July","Sunday","2 PM"
"13312",13187,13187,"7/8/12",3,1,7,15,0,0,0,3,0.92,0.8939,0.42,0.2836,80,218,298,"July","Sunday","3 PM"
"13313",13188,13188,"7/8/12",3,1,7,16,0,0,0,2,0.8,0.803,0.66,0.2239,65,226,291,"July","Sunday","4 PM"
"13314",13189,13189,"7/8/12",3,1,7,17,0,0,0,1,0.78,0.7424,0.59,0,68,202,270,"July","Sunday","5 PM"
"13315",13190,13190,"7/8/12",3,1,7,18,0,0,0,1,0.78,0.7424,0.62,0.1045,54,199,253,"July","Sunday","6 PM"
"13316",13191,13191,"7/8/12",3,1,7,19,0,0,0,1,0.78,0.7424,0.62,0.1642,66,184,250,"July","Sunday","7 PM"
"13317",13192,13192,"7/8/12",3,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,79,206,285,"July","Sunday","8 PM"
"13318",13193,13193,"7/8/12",3,1,7,21,0,0,0,1,0.76,0.7273,0.7,0.1343,58,149,207,"July","Sunday","9 PM"
"13319",13194,13194,"7/8/12",3,1,7,22,0,0,0,3,0.74,0.697,0.7,0.0896,12,110,122,"July","Sunday","10 PM"
"13320",13195,13195,"7/8/12",3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,25,98,123,"July","Sunday","11 PM"
"13321",13196,13196,"7/9/12",3,1,7,0,0,1,1,2,0.68,0.6364,0.89,0.0896,6,33,39,"July","Monday","12 AM"
"13322",13197,13197,"7/9/12",3,1,7,1,0,1,1,3,0.7,0.6667,0.89,0.1045,5,13,18,"July","Monday","1 AM"
"13323",13198,13198,"7/9/12",3,1,7,2,0,1,1,3,0.7,0.6667,0.89,0.194,1,4,5,"July","Monday","2 AM"
"13324",13199,13199,"7/9/12",3,1,7,3,0,1,1,3,0.7,0.6667,0.89,0.194,0,5,5,"July","Monday","3 AM"
"13325",13200,13200,"7/9/12",3,1,7,4,0,1,1,3,0.66,0.5909,0.89,0.3881,1,1,2,"July","Monday","4 AM"
"13326",13201,13201,"7/9/12",3,1,7,5,0,1,1,2,0.66,0.6061,0.83,0.2239,1,27,28,"July","Monday","5 AM"
"13327",13202,13202,"7/9/12",3,1,7,6,0,1,1,3,0.64,0.5758,0.89,0.2537,6,86,92,"July","Monday","6 AM"
"13328",13203,13203,"7/9/12",3,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,7,223,230,"July","Monday","7 AM"
"13329",13204,13204,"7/9/12",3,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,26,429,455,"July","Monday","8 AM"
"13330",13205,13205,"7/9/12",3,1,7,9,0,1,1,2,0.66,0.6061,0.83,0.1642,38,325,363,"July","Monday","9 AM"
"13331",13206,13206,"7/9/12",3,1,7,10,0,1,1,2,0.66,0.6061,0.83,0.194,58,117,175,"July","Monday","10 AM"
"13332",13207,13207,"7/9/12",3,1,7,11,0,1,1,2,0.72,0.6818,0.62,0.1343,72,144,216,"July","Monday","11 AM"
"13333",13208,13208,"7/9/12",3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,61,205,266,"July","Monday","12 PM"
"13334",13209,13209,"7/9/12",3,1,7,13,0,1,1,2,0.76,0.697,0.55,0.2537,67,188,255,"July","Monday","1 PM"
"13335",13210,13210,"7/9/12",3,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,58,184,242,"July","Monday","2 PM"
"13336",13211,13211,"7/9/12",3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,66,214,280,"July","Monday","3 PM"
"13337",13212,13212,"7/9/12",3,1,7,16,0,1,1,1,0.78,0.697,0.4,0.2836,88,325,413,"July","Monday","4 PM"
"13338",13213,13213,"7/9/12",3,1,7,17,0,1,1,1,0.78,0.697,0.4,0.1642,108,741,849,"July","Monday","5 PM"
"13339",13214,13214,"7/9/12",3,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,82,790,872,"July","Monday","6 PM"
"13340",13215,13215,"7/9/12",3,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,88,543,631,"July","Monday","7 PM"
"13341",13216,13216,"7/9/12",3,1,7,20,0,1,1,2,0.74,0.6818,0.55,0.1045,69,378,447,"July","Monday","8 PM"
"13342",13217,13217,"7/9/12",3,1,7,21,0,1,1,2,0.74,0.6818,0.55,0.0896,33,298,331,"July","Monday","9 PM"
"13343",13218,13218,"7/9/12",3,1,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,35,189,224,"July","Monday","10 PM"
"13344",13219,13219,"7/9/12",3,1,7,23,0,1,1,2,0.7,0.6515,0.65,0.1045,22,109,131,"July","Monday","11 PM"
"13345",13220,13220,"7/10/12",3,1,7,0,0,2,1,1,0.7,0.6515,0.7,0.0896,16,53,69,"July","Tuesday","12 AM"
"13346",13221,13221,"7/10/12",3,1,7,1,0,2,1,1,0.7,0.6667,0.74,0.1343,0,15,15,"July","Tuesday","1 AM"
"13347",13222,13222,"7/10/12",3,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343,1,15,16,"July","Tuesday","2 AM"
"13348",13223,13223,"7/10/12",3,1,7,3,0,2,1,1,0.68,0.6364,0.79,0,0,3,3,"July","Tuesday","3 AM"
"13349",13224,13224,"7/10/12",3,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,0,4,4,"July","Tuesday","4 AM"
"13350",13225,13225,"7/10/12",3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343,3,39,42,"July","Tuesday","5 AM"
"13351",13226,13226,"7/10/12",3,1,7,6,0,2,1,2,0.68,0.6364,0.79,0.1045,4,183,187,"July","Tuesday","6 AM"
"13352",13227,13227,"7/10/12",3,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,31,489,520,"July","Tuesday","7 AM"
"13353",13228,13228,"7/10/12",3,1,7,8,0,2,1,1,0.72,0.697,0.74,0.1343,34,615,649,"July","Tuesday","8 AM"
"13354",13229,13229,"7/10/12",3,1,7,9,0,2,1,1,0.74,0.697,0.66,0.1343,47,284,331,"July","Tuesday","9 AM"
"13355",13230,13230,"7/10/12",3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194,56,134,190,"July","Tuesday","10 AM"
"13356",13231,13231,"7/10/12",3,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.194,92,157,249,"July","Tuesday","11 AM"
